BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,YR_RMDL,SALEDATE,PRICE,SALE_NUM,GBA,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,CENSUS_TRACT
2,0,Y,,4,2,,3/24/16 0:00,395000,2,,,,,,,,0,616,,,,20002,7901
1,0,Y,,4,1,1975,3/24/16 0:00,77000,5,,,,,,,,1,1101,,,,20020,7603
1,0,Y,,3,1,1986,3/24/16 0:00,267900,4,,,,,,,,0,783,,,,20007,300
1,0,Y,,2,0,,3/24/16 0:00,299750,3,,,,,,,,0,152,,,,20009,3700
1,0,Y,,3,1,2015,3/24/16 0:00,395000,2,,,,,,,,0,293,,,,20009,3700
1,0,Y,,3,1,2015,3/24/16 0:00,460000,2,,,,,,,,0,293,,,,20009,3700
1,0,Y,,3,1,2015,3/24/16 0:00,455000,2,,,,,,,,0,293,,,,20009,3700
2,0,Y,,4,2,,3/24/16 0:00,550000,1,,,,,,,,0,387,,,,20002,9203
2,0,Y,,4,2,,3/24/16 0:00,708500,3,,,,,,,,1,521,,,,20009,4001
1,0,Y,,4,1,,3/24/16 0:00,,3,,,,,,,,0,915,,,,20024,11000
1,0,Y,1,5,2,1991,3/25/16 0:00,630000,6,832,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,787,1245 WALTER STREET SE,WASHINGTON,DC,20003,6700
2,1,N,1,9,3,1968,3/25/16 0:00,,3,1497,Excellent,Average,Wood Siding,Metal- Sms,Hardwood,1,0,1364,2706 OLIVE STREET NW,WASHINGTON,DC,20007,100
2,0,N,1,7,3,,3/25/16 0:00,872000,3,1560,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,1,2140,3817 BEECHER STREET NW,WASHINGTON,DC,20007,300
2,0,Y,1,6,3,,3/25/16 0:00,,2,1448,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2667,1371 QUINCY STREET NW,WASHINGTON,DC,20011,2502
1,0,N,1,6,2,,3/25/16 0:00,,2,1152,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1217,932 QUINCY STREET NW,WASHINGTON,DC,20011,2502
1,0,N,1,7,3,,3/25/16 0:00,650000,4,1292,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1758,5510 9TH STREET NW,WASHINGTON,DC,20011,2101
4,0,Y,2,7,3,2012,3/25/16 0:00,604000,8,1658,Above Average,Good,Brick/Siding,Slate,Hardwood,2,1,1800,6019 5TH STREET NW,WASHINGTON,DC,20011,1902
3,1,Y,1,7,4,2015,3/25/16 0:00,690000,3,1362,Average,Very Good,Common Brick,Built Up,Hardwood/Carp,2,0,1056,301 V STREET NE,WASHINGTON,DC,20002,8702
1,0,Y,1,5,2,,3/25/16 0:00,,2,986,Average,Average,Common Brick,Metal- Sms,Carpet,1,0,1880,5048 8TH STREET NE,WASHINGTON,DC,20017,9509
2,1,Y,1,8,4,2016,3/25/16 0:00,399000,4,1566,Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,4613,5533 JAY STREET NE,WASHINGTON,DC,20019,7807
2,0,N,2,10,4,1980,3/25/16 0:00,300000,2,1548,Average,Good,Common Brick,Built Up,Hardwood,2,0,2500,4053 GRANT STREET NE,WASHINGTON,DC,20019,7803
1,0,Y,1,6,2,,3/25/16 0:00,,3,918,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,1886,186 FORRESTER STREET SW,WASHINGTON,DC,20032,9807
2,0,Y,,5,2,,3/25/16 0:00,725000,3,,,,,,,,0,429,,,,20016,801
1,0,Y,,3,0,2016,3/25/16 0:00,216000,3,,,,,,,,0,170,,,,20015,1100
2,1,Y,,4,2,2003,3/25/16 0:00,895000,5,,,,,,,,1,449,,,,20009,5001
1,0,Y,,3,0,2015,3/25/16 0:00,294900,2,,,,,,,,0,111,,,,20009,3800
1,0,Y,,3,1,2011,3/25/16 0:00,208500,4,,,,,,,,0,419,,,,20011,2400
1,0,Y,1,5,2,1990,3/28/16 0:00,1900000,5,1626,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,1584,1516 KINGMAN PLACE NW,WASHINGTON,DC,20005,5001
2,0,0,1,6,3,1960,3/28/16 0:00,,2,1150,Above Average,Good,Face Brick,Built Up,Hardwood,1,1,1836,704 E STREET SE,WASHINGTON,DC,20003,7000
2,1,Y,1,8,3,2013,3/28/16 0:00,956000,5,1836,Average,Good,Wood Siding,Metal- Sms,Hardwood,1,1,2043,753 10TH STREET SE,WASHINGTON,DC,20003,7000
3,0,Y,1,8,3,2001,3/28/16 0:00,750000,2,1332,Above Average,Very Good,Common Brick,Metal- Sms,Wood Floor,1,1,900,1403 A STREET SE,WASHINGTON,DC,20003,6700
4,0,Y,4,16,8,2014,3/28/16 0:00,,5,3250,Above Average,Good,Stucco,Built Up,Hardwood,4,0,2667,1603 A STREET SE,WASHINGTON,DC,20003,6801
3,1,Y,1,7,3,2000,3/28/16 0:00,1350000,5,1968,Very Good,Very Good,Brick Veneer,Comp Shingle,Hardwood/Carp,1,2,2310,3920 HIGHWOOD COURT NW,WASHINGTON,DC,20007,300
1,1,N,1,6,3,,3/28/16 0:00,,3,1020,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1167,3026 SHERMAN AVENUE NW,WASHINGTON,DC,20001,3100
3,1,Y,1,8,3,2015,3/28/16 0:00,550000,3,1054,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,1965,6309 8TH STREET NW,WASHINGTON,DC,20011,1901
4,0,N,4,12,4,,3/28/16 0:00,,5,3096,Average,Good,Common Brick,Built Up,Hardwood,4,0,2703,1227 QUEEN STREET NE,WASHINGTON,DC,20002,8802
1,0,Y,1,5,3,,3/28/16 0:00,270000,2,960,Average,Average,Common Brick,Built Up,Hardwood,1,0,2508,3342 BLAINE STREET NE,WASHINGTON,DC,20019,9604
2,0,N,1,6,3,2016,3/28/16 0:00,284000,2,1216,Average,Good,Common Brick,Built Up,Hardwood,1,0,1777,4414 DIX STREET NE,WASHINGTON,DC,20019,7803
2,0,N,2,10,4,,3/28/16 0:00,295000,2,1548,Average,Good,Common Brick,Built Up,Hardwood,2,0,2500,4051 GRANT STREET NE,WASHINGTON,DC,20019,7803
3,0,Y,1,6,3,2016,3/28/16 0:00,335000,3,1384,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,2875,5322 AMES STREET NE,WASHINGTON,DC,20019,7808
1,0,N,1,6,2,,3/28/16 0:00,,2,1188,Above Average,Fair,Common Brick,Comp Shingle,Hardwood,1,0,4393,4614 SOUTHERN AVENUE SE,WASHINGTON,DC,20019,7707
2,1,N,1,8,4,,3/28/16 0:00,289000,3,1188,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1941,1624 GOOD HOPE ROAD SE,WASHINGTON,DC,20020,7605
4,0,N,3,16,4,2004,3/28/16 0:00,484500,6,3360,Average,Average,Common Brick,Metal- Sms,Hardwood,4,0,4572,1823 Q STREET SE,WASHINGTON,DC,20020,7601
2,0,Y,1,8,4,2015,3/28/16 0:00,213330,3,1480,Above Average,Average,Wood Siding,Metal- Sms,Hardwood,1,0,3168,2126 15TH STREET SE,WASHINGTON,DC,20020,7503
1,0,Y,,3,1,1979,3/28/16 0:00,255000,3,,,,,,,,0,115,,,,20037,5600
1,0,Y,,3,1,1978,3/28/16 0:00,399999,3,,,,,,,,0,225,,,,20009,4201
1,0,Y,,4,1,1978,3/28/16 0:00,,3,,,,,,,,0,539,,,,20016,801
3,0,Y,,6,5,1977,3/28/16 0:00,1125000,4,,,,,,,,0,1837,,,,20009,5001
2,0,Y,,6,4,1977,3/28/16 0:00,1125000,3,,,,,,,,0,1837,,,,20009,5001
3,0,Y,,6,5,1977,3/28/16 0:00,1125000,3,,,,,,,,0,1837,,,,20009,5001
2,0,Y,,6,4,1977,3/28/16 0:00,1125000,3,,,,,,,,0,2041,,,,20009,5001
2,0,Y,,5,2,,3/28/16 0:00,895000,2,,,,,,,,0,1588,,,,20010,3100
2,0,Y,,5,1,2007,3/28/16 0:00,651531,4,,,,,,,,0,1605,,,,20001,3400
2,0,Y,,4,2,,3/28/16 0:00,635000,2,,,,,,,,1,479,,,,20009,3600
2,0,Y,,4,2,,3/28/16 0:00,569900,2,,,,,,,,0,294,,,,20002,8402
1,0,Y,,2,0,2007,3/28/16 0:00,255000,3,,,,,,,,0,205,,,,20024,10500
1,0,Y,,3,1,,3/28/16 0:00,405000,4,,,,,,,,0,325,,,,20024,10500
1,0,Y,,3,1,,3/28/16 0:00,476000,3,,,,,,,,0,292,,,,20001,4802
2,1,Y,2,9,4,1977,3/29/16 0:00,889000,2,1554,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,1,1680,1207 CONSTITUTION AVENUE NE,WASHINGTON,DC,20002,8002
1,1,Y,1,5,2,2005,3/29/16 0:00,798000,3,1216,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,1425,1350 G STREET SE,WASHINGTON,DC,20003,6900
4,1,N,1,10,4,1990,3/29/16 0:00,,2,3189,Superior,Good,Common Brick,Metal- Sms,Hardwood,1,2,3265,3125 O STREET NW,WASHINGTON,DC,20007,100
5,0,Y,1,11,4,2006,3/29/16 0:00,,3,5861,Superior,Very Good,Wood Siding,Comp Shingle,Hardwood,1,10,20076,3501 NEWARK STREET NW,WASHINGTON,DC,20016,600
3,1,Y,1,8,3,,3/29/16 0:00,,3,2533,Superior,Average,Common Brick,Slate,Hardwood,1,2,12160,3215 ROWLAND PLACE NW,WASHINGTON,DC,20008,600
3,1,Y,1,8,4,2004,3/29/16 0:00,887000,4,1749,Very Good,Good,Common Brick,Slate,Hardwood,1,1,4369,2914 TENNYSON STREET NW,WASHINGTON,DC,20015,1500
2,0,Y,1,6,4,2006,3/29/16 0:00,950000,3,1570,Good Quality,Average,Common Brick,Slate,Hardwood,1,2,5460,6660 32ND STREET NW,WASHINGTON,DC,20015,1500
3,1,N,1,10,4,,3/29/16 0:00,,3,2617,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,1,0,2309,1328 FAIRMONT STREET NW,WASHINGTON,DC,20009,3600
2,0,Y,2,7,3,,3/29/16 0:00,590000,3,1216,Average,Average,Common Brick,Metal- Sms,Hardwood,2,0,1134,5302 ILLINOIS AVENUE NW,WASHINGTON,DC,20011,2101
1,1,Y,1,4,2,2015,3/29/16 0:00,500000,3,744,Fair Quality,Good,Common Brick,Built Up,Hardwood,1,0,720,424 OAKDALE PLACE NW,WASHINGTON,DC,20001,3400
2,0,N,1,6,3,2005,3/29/16 0:00,,3,1224,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,1386,119 U STREET NE,WASHINGTON,DC,20002,8701
4,0,Y,1,9,5,,3/29/16 0:00,785000,3,2560,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,7551,6014 NEW HAMPSHIRE AVENUE NE,WASHINGTON,DC,20011,9505
4,0,N,4,6,6,2012,3/29/16 0:00,368370,4,2640,Average,Average,Common Brick,Built Up,Hardwood,4,0,1250,,,,20002,8802
3,1,Y,1,8,3,2017,3/29/16 0:00,,3,1400,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,4300,3718 17TH STREET NE,WASHINGTON,DC,20018,9503
1,0,N,1,6,3,,3/29/16 0:00,365795,2,1260,Average,Average,Common Brick,Built Up,Hardwood,1,0,1620,537 21ST STREET NE,WASHINGTON,DC,20002,7903
1,0,N,1,8,3,,3/29/16 0:00,,3,1516,Average,Average,Brick/Siding,Built Up,Hardwood,1,0,1283,1702 C STREET NE,WASHINGTON,DC,20002,7901
2,1,N,1,8,3,1985,3/29/16 0:00,,2,1224,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,1743,1635 D STREET NE,WASHINGTON,DC,20002,7901
2,0,Y,2,6,4,2016,3/29/16 0:00,225000,4,2376,Average,Good,Common Brick,Built Up,Hardwood,2,0,2970,4712 QUARLES STREET NE,WASHINGTON,DC,20019,9601
1,1,Y,1,7,3,1965,3/29/16 0:00,,2,1330,Average,Average,Common Brick,Built Up,Hardwood,1,0,3210,5344 CENTRAL AVENUE SE,WASHINGTON,DC,20019,9903
4,0,Y,2,14,8,2010,3/29/16 0:00,420000,4,3400,Average,Average,Common Brick,Built Up,Hardwood,4,0,4343,3338 D STREET SE,WASHINGTON,DC,20019,7708
2,0,N,1,6,4,1992,3/29/16 0:00,336500,5,2000,Average,Average,Vinyl Siding,Built Up,Hardwood,1,0,3315,1319 U STREET SE,WASHINGTON,DC,20020,7503
2,0,Y,1,8,5,2016,3/29/16 0:00,170000,3,1160,Average,Good,Common Brick,Built Up,Hardwood,1,0,3200,408 OAKWOOD STREET SE,WASHINGTON,DC,20032,10400
2,0,Y,,4,2,2008,3/29/16 0:00,433500,4,,,,,,,,0,484,,,,20003,6802
2,0,Y,,4,2,,3/29/16 0:00,677000,5,,,,,,,,0,253,,,,20037,5600
1,0,Y,,3,1,2006,3/29/16 0:00,585000,4,,,,,,,,0,270,,,,20037,5500
1,0,Y,,3,1,2010,3/29/16 0:00,447500,3,,,,,,,,0,276,,,,20009,4202
1,0,Y,,3,1,2014,3/29/16 0:00,599500,2,,,,,,,,0,196,,,,20009,4300
2,0,Y,,4,1,,3/29/16 0:00,705000,4,,,,,,,,0,215,,,,20009,4400
2,0,Y,,4,2,,3/29/16 0:00,674150,2,,,,,,,,0,363,,,,20009,4300
2,2,Y,,6,3,,3/29/16 0:00,,3,,,,,,,,0,2101,,,,20019,9602
1,0,Y,,5,2,1982,3/29/16 0:00,505511,3,,,,,,,,0,1721,,,,20016,1002
2,0,Y,,4,2,,3/29/16 0:00,725000,2,,,,,,,,0,237,,,,20036,5301
1,0,Y,,3,1,2011,3/29/16 0:00,325000,2,,,,,,,,0,239,,,,20005,5002
1,0,Y,,2,0,2012,3/29/16 0:00,317000,2,,,,,,,,0,232,,,,20009,4002
1,0,Y,,4,1,2003,3/29/16 0:00,339000,4,,,,,,,,0,266,,,,20001,3500
1,0,Y,,3,0,2015,3/29/16 0:00,284900,2,,,,,,,,0,111,,,,20009,3800
2,0,Y,,5,3,,3/29/16 0:00,,5,,,,,,,,0,734,,,,20009,3600
2,0,Y,,4,2,2015,3/29/16 0:00,660000,2,,,,,,,,1,442,,,,20009,3700
1,0,Y,,3,1,2003,3/29/16 0:00,,4,,,,,,,,0,233,,,,20002,9203
2,0,Y,,5,2,,3/29/16 0:00,614000,2,,,,,,,,0,1051,,,,20011,2400
1,0,N,,5,2,2002,3/29/16 0:00,,3,,,,,,,,0,486,,,,20009,3700
1,0,Y,,2,0,,3/29/16 0:00,284555,5,,,,,,,,0,60,,,,20001,5900
1,0,Y,,4,2,2007,3/29/16 0:00,440000,4,,,,,,,,0,354,,,,20024,10500
1,0,Y,,3,1,,3/29/16 0:00,345500,4,,,,,,,,0,246,,,,20002,8200
1,0,Y,,3,1,,3/29/16 0:00,407500,5,,,,,,,,0,250,,,,20009,4002
1,0,Y,,4,1,1984,3/29/16 0:00,437000,4,,,,,,,,1,212,,,,20002,8301
1,0,Y,,3,1,,3/29/16 0:00,,3,,,,,,,,0,10,,,,20001,5800
1,1,Y,1,6,3,2007,3/30/16 0:00,455000,7,1088,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1167,1524 2ND STREET SW,WASHINGTON,DC,20024,6400
1,1,Y,1,5,2,2014,3/30/16 0:00,710000,3,1296,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,1193,507 14TH STREET SE,WASHINGTON,DC,20003,6900
1,0,Y,1,6,3,1960,3/30/16 0:00,,2,992,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1158,246 WARREN STREET NE,WASHINGTON,DC,20002,8002
3,0,Y,2,8,3,2017,3/30/16 0:00,835000,5,1238,Good Quality,Good,Brick/Stone,Metal- Sms,Hardwood,2,2,1096,206 11TH STREET SE,WASHINGTON,DC,20003,6700
3,1,Y,1,10,4,2016,3/30/16 0:00,925000,4,1614,Good Quality,Very Good,Stone Veneer,Metal- Sms,Hardwood,1,1,1440,1226 G STREET NE,WASHINGTON,DC,20002,8402
3,1,Y,1,10,3,,3/30/16 0:00,1405000,3,2036,Very Good,Very Good,Brick Veneer,Comp Shingle,Hardwood/Carp,1,2,3520,4022 HIGHWOOD COURT NW,WASHINGTON,DC,20007,300
3,1,Y,1,8,3,2011,3/30/16 0:00,,3,2348,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,11897,2914 FESSENDEN STREET NW,WASHINGTON,DC,20008,1301
3,0,Y,1,8,3,,3/30/16 0:00,,2,2318,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,11326,2918 FESSENDEN STREET NW,WASHINGTON,DC,20008,1301
4,1,Y,1,9,5,2016,3/30/16 0:00,1265000,5,2791,Good Quality,Good,Shingle,Comp Shingle,Wood Floor,2,1,4025,1406 DELAFIELD PLACE NW,WASHINGTON,DC,20011,2002
4,0,N,4,16,4,,3/30/16 0:00,,2,2640,Above Average,Average,Common Brick,Metal- Sms,Hardwood,4,0,5565,1348 NICHOLSON STREET NW,WASHINGTON,DC,20011,2001
2,0,Y,1,8,4,2011,3/30/16 0:00,,5,1238,Average,Good,Common Brick,Built Up,Hardwood,1,0,2351,619 KENNEDY STREET NW,WASHINGTON,DC,20011,2101
5,1,Y,2,10,6,2015,3/30/16 0:00,1165000,5,2310,Good Quality,Good,Common Brick,Built Up,Hardwood,2,0,1800,36 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20001,3302
1,1,N,1,6,3,,3/30/16 0:00,560000,4,1280,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2850,511 CRITTENDEN STREET NW,WASHINGTON,DC,20011,2201
2,1,Y,1,6,3,,3/30/16 0:00,,3,1305,Average,Average,Brick Veneer,Metal- Sms,Hardwood,1,0,2996,5111 CHILLUM PLACE NE,WASHINGTON,DC,20011,9508
2,1,Y,1,8,3,2015,3/30/16 0:00,599000,3,1306,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,2,2834,4717 12TH STREET NE,WASHINGTON,DC,20017,9509
1,0,N,1,0,0,,3/30/16 0:00,470000,2,1294,Average,Average,Common Brick,Built Up,Hardwood,1,0,1298,1274 OATES STREET NE,WASHINGTON,DC,20002,8802
2,0,Y,1,6,3,,3/30/16 0:00,,3,1400,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,4334,4752 EASTERN AVENUE NE,WASHINGTON,DC,20017,9503
2,1,Y,1,6,2,,3/30/16 0:00,456000,4,1344,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1,0,1376,2503 RALPH ELLISON WAY NE,WASHINGTON,DC,20018,9000
2,0,Y,1,6,2,2016,3/30/16 0:00,280000,3,936,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,3430,956 DIVISION AVENUE NE,WASHINGTON,DC,20019,7809
1,0,Y,1,8,3,2003,3/30/16 0:00,229000,6,1629,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2708,5047 SHERIFF ROAD NE,WASHINGTON,DC,20019,7809
2,1,Y,1,7,3,2016,3/30/16 0:00,405000,3,2136,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,1,5360,3729 CARPENTER STREET SE,WASHINGTON,DC,20020,9901
3,1,Y,1,11,4,2009,3/30/16 0:00,399999,3,2450,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,3,3525,1303 31ST PLACE SE,WASHINGTON,DC,20020,9901
2,1,Y,1,8,5,,3/30/16 0:00,418000,3,2688,Above Average,Average,Wood Siding,Comp Shingle,Hardwood,1,0,15082,2528 ELVANS ROAD SE,WASHINGTON,DC,20020,7406
1,0,N,1,5,3,,3/30/16 0:00,,2,1296,Average,Average,Common Brick,Built Up,Hardwood,1,0,2500,455 VALLEY AVENUE SE,WASHINGTON,DC,20032,9801
1,0,Y,,4,1,1978,3/30/16 0:00,,6,,,,,,,,0,539,,,,20016,801
2,0,Y,,4,2,2015,3/30/16 0:00,617900,2,,,,,,,,0,1000,,,,20010,3200
1,0,Y,,3,1,1981,3/30/16 0:00,300000,2,,,,,,,,1,369,,,,20036,5301
1,0,Y,,2,0,1981,3/30/16 0:00,210000,6,,,,,,,,0,94,,,,20036,5301
1,0,N,,4,1,1978,3/30/16 0:00,,4,,,,,,,,0,825,,,,20017,9201
1,1,Y,,4,2,2010,3/30/16 0:00,435000,3,,,,,,,,0,498,,,,20010,3100
1,0,Y,,3,1,,3/30/16 0:00,335000,3,,,,,,,,0,204,,,,20001,3100
1,1,Y,,4,2,2003,3/30/16 0:00,430000,3,,,,,,,,0,273,,,,20001,3302
1,0,Y,,3,1,2009,3/30/16 0:00,335000,4,,,,,,,,0,278,,,,20009,2802
1,0,Y,,3,1,2010,3/30/16 0:00,412000,2,,,,,,,,0,374,,,,20009,3700
2,0,Y,,4,2,2015,3/30/16 0:00,660000,2,,,,,,,,1,455,,,,20009,3700
1,0,Y,,3,1,2006,3/30/16 0:00,339000,4,,,,,,,,1,285,,,,20009,2802
2,1,Y,2,7,4,2010,3/31/16 0:00,825000,3,1464,Average,Very Good,Common Brick,Built Up,Hardwood,2,2,1185,108 15TH STREET SE,WASHINGTON,DC,20003,6801
3,1,Y,1,11,4,2002,3/31/16 0:00,1215000,4,1557,Good Quality,Very Good,Common Brick,Slate,Hardwood,1,1,4558,4444 YUMA STREET NW,WASHINGTON,DC,20016,1001
4,0,Y,1,7,3,2010,3/31/16 0:00,1615000,2,3396,Superior,Good,Common Brick,Built Up,Hardwood,1,2,2093,2444 MASSACHUSETTS AVENUE NW,WASHINGTON,DC,20008,4100
4,1,Y,1,13,6,,3/31/16 0:00,1765000,3,3758,Excellent,Good,Common Brick,Slate,Hardwood,2,2,10322,3060 DAVENPORT STREET NW,WASHINGTON,DC,20008,1301
4,1,Y,1,8,6,,3/31/16 0:00,1320000,4,3143,Very Good,Good,Common Brick,Slate,Hardwood,1,2,7800,1821 RANDOLPH STREET NW,WASHINGTON,DC,20011,2600
3,0,Y,2,6,4,2017,3/31/16 0:00,825000,2,1952,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,1,1925,1500 MONROE STREET NW,WASHINGTON,DC,20010,2802
1,1,Y,1,7,3,2010,3/31/16 0:00,,4,1088,Average,Good,Common Brick,Built Up,Hardwood,1,0,1754,525 TUCKERMAN STREET NW,WASHINGTON,DC,20011,1901
1,0,Y,1,6,3,,3/31/16 0:00,413000,2,1232,Above Average,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,4368,2711 18TH STREET NE,WASHINGTON,DC,20018,11100
2,0,N,1,7,3,,3/31/16 0:00,,5,1068,Average,Average,Common Brick,Built Up,Hardwood,1,0,960,1640 ROSEDALE STREET NE,WASHINGTON,DC,20002,7901
2,0,N,1,8,3,2003,3/31/16 0:00,219243,6,1158,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,3078,3949 ALABAMA AVENUE SE,WASHINGTON,DC,20020,9902
4,0,N,4,12,4,,3/31/16 0:00,,2,2520,Average,Average,Common Brick,Built Up,Hardwood,4,0,5684,2628 29TH STREET SE,WASHINGTON,DC,20020,7603
2,0,Y,1,6,4,2018,3/31/16 0:00,166000,7,680,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,2301,1617 1/2 BUTLER STREET SE,WASHINGTON,DC,20020,7503
2,0,Y,,4,1,,3/31/16 0:00,480000,4,,,,,,,,0,397,,,,20003,6900
2,0,Y,,4,2,2003,3/31/16 0:00,614640,4,,,,,,,,1,401,,,,20005,5002
2,0,Y,,4,2,,3/31/16 0:00,565000,2,,,,,,,,0,100,,,,20001,10100
1,0,Y,,3,1,2007,3/31/16 0:00,,3,,,,,,,,0,501,,,,20010,2801
1,0,Y,,2,0,,3/31/16 0:00,225000,3,,,,,,,,0,203,,,,20009,4001
1,0,N,,4,1,2004,3/31/16 0:00,321500,2,,,,,,,,0,370,,,,20009,3700
2,0,Y,,3,2,,3/31/16 0:00,,4,,,,,,,,0,0,,,,20009,3800
2,0,Y,,5,2,,3/31/16 0:00,354000,2,,,,,,,,0,956,,,,20017,9504
2,1,Y,,5,3,,3/31/16 0:00,614900,1,,,,,,,,0,754,,,,20017,9201
3,0,Y,,6,3,,3/31/16 0:00,630500,2,,,,,,,,0,871,,,,20002,8702
2,0,Y,,4,2,2015,3/31/16 0:00,519900,2,,,,,,,,0,415,,,,20001,3301
2,0,N,,4,2,1991,3/31/16 0:00,,2,,,,,,,,0,968,,,,20008,1301
1,0,Y,,3,1,,3/31/16 0:00,344495,4,,,,,,,,0,623,,,,20008,1302
1,0,Y,,3,1,,3/31/16 0:00,,5,,,,,,,,0,88,,,,20001,5800
1,0,0,1,5,2,,4/1/16 0:00,507500,4,792,Average,Good,Common Brick,Built Up,Wood Floor,1,1,663,8 N STREET SW,WASHINGTON,DC,20024,6400
2,1,Y,2,10,5,1960,4/1/16 0:00,,3,2894,Good Quality,Average,Common Brick,Built Up,Hardwood,2,1,1231,1116 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20005,5001
4,1,Y,2,7,4,2010,4/1/16 0:00,1260000,5,2330,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,2,1620,315 F STREET NE,WASHINGTON,DC,20002,8301
1,1,Y,1,6,2,2006,4/1/16 0:00,750000,3,1346,Average,Good,Stucco,Built Up,Hardwood,1,1,1166,310 5TH STREET NE,WASHINGTON,DC,20002,8301
1,1,Y,1,4,2,,4/1/16 0:00,781500,4,1132,Average,Good,Common Brick,Neopren,Hardwood,1,1,1622,729 10TH STREET SE,WASHINGTON,DC,20003,7000
1,1,Y,1,6,2,,4/1/16 0:00,,3,970,Good Quality,Average,Common Brick,Metal- Sms,Hardwood/Carp,1,1,560,1212 POTOMAC AVENUE SE,WASHINGTON,DC,20003,7100
2,1,Y,1,6,3,,4/1/16 0:00,,3,1422,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,1800,1932 37TH STREET NW,WASHINGTON,DC,20007,300
2,2,Y,1,8,4,1996,4/1/16 0:00,1060000,2,2588,Good Quality,Good,Shingle,Comp Shingle,Hardwood,1,1,6997,3700 MILITARY ROAD NW,WASHINGTON,DC,20015,1402
1,1,Y,1,6,3,,4/1/16 0:00,550000,3,1828,Average,Average,Common Brick,Built Up,Carpet,1,0,1639,1410 NEWTON STREET NW,WASHINGTON,DC,20010,2802
2,1,N,1,8,3,2011,4/1/16 0:00,,3,1838,Very Good,Good,Brick/Stucco,Slate,Hardwood,1,1,6600,1354 JUNIPER STREET NW,WASHINGTON,DC,20012,1600
3,0,Y,1,6,3,,4/1/16 0:00,,3,1990,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,1,11694,7116 ALASKA AVENUE NW,WASHINGTON,DC,20012,1600
1,0,N,1,6,3,,4/1/16 0:00,,3,1200,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1259,2106 2ND STREET NW,WASHINGTON,DC,20001,3400
3,1,Y,1,10,4,2015,4/1/16 0:00,675000,4,1352,Average,Very Good,Common Brick,Metal- Sms,Hardwood,2,0,1800,5231 8TH STREET NW,WASHINGTON,DC,20011,2101
2,1,N,1,6,2,,4/1/16 0:00,,4,1520,Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,1600,216 R STREET NE,WASHINGTON,DC,20002,8702
3,1,Y,1,7,3,,4/1/16 0:00,431992,5,1540,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1203,632 BARNES STREET NE,WASHINGTON,DC,20019,9602
